name,rating,rank,rating_o,rating_d,rank_o,rank_d,season_week,ranking_id,season,week
New England Patriots,-4.7796300734335615,23,-2.033107334920849,-2.746522738512712,19,21,1981.102,214,1981,102.00000000008913
New Orleans Saints,-10.998947195114049,27,-7.437669230560292,-3.561277964553755,28,23,1981.102,214,1981,102.00000000008913
New York Giants,5.03154979060267,6,0.6860525867857419,4.345497203816928,12,5,1981.102,214,1981,102.00000000008913
New York Jets,3.511454036219844,8,-0.053121924191791,3.564575960411635,14,6,1981.102,214,1981,102.00000000008913
Oakland Raiders,-5.1828358945023645,24,-3.124605019667877,-2.0582308748344875,22,19,1981.102,214,1981,102.00000000008913
Philadelphia Eagles,6.884295342331375,3,1.4351005583456962,5.449194783985679,9,2,1981.102,214,1981,102.00000000008913
Pittsburgh Steelers,2.860360225804756,10,-0.0258826500407411,2.8862428758454968,13,9,1981.102,214,1981,102.00000000008913
San Diego Chargers,3.366637505774777,9,9.13544089459706,-5.768803388822281,1,27,1981.102,214,1981,102.00000000008913
San Francisco 49ers,7.958047586574982,2,2.9047402979439885,5.053307288630993,7,3,1981.102,214,1981,102.00000000008913
Seattle Seahawks,-2.459948757368022,19,1.8957531558196663,-4.355701913187689,8,26,1981.102,214,1981,102.00000000008913
St. Louis Cardinals,-4.250598232046255,22,-0.4219893477378218,-3.8286088843084336,15,24,1981.102,214,1981,102.00000000008913
Tampa Bay Buccaneers,0.4226293409115447,15,-2.648538870706873,3.071168211618418,20,7,1981.102,214,1981,102.00000000008913
Washington Commanders,4.480338207780277,7,3.4519765758317464,1.0283616319485307,6,14,1981.102,214,1981,102.00000000008913
Atlanta Falcons,1.860267113561739,12,6.108395626798165,-4.248128513236425,2,25,1981.103,215,1981,103.00000000006548
Baltimore Colts,-15.88201920843699,28,-4.307438262833994,-11.574580945602996,27,28,1981.103,215,1981,103.00000000006548
Buffalo Bills,0.6932255918662467,14,-1.5308046358082124,2.224030227674459,17,11,1981.103,215,1981,103.00000000006548
Chicago Bears,-0.7135428054581741,18,-3.8863781979863408,3.1728353925281665,26,8,1981.103,215,1981,103.00000000006548
Cincinnati Bengals,7.860637611791885,3,4.174894526068503,3.685743085723382,5,7,1981.103,215,1981,103.00000000006548
Cleveland Browns,-6.864834429564327,26,-3.518489416265481,-3.3463450132988464,24,22,1981.103,215,1981,103.00000000006548
Dallas Cowboys,9.995829205776692,1,4.661978137578466,5.333851068198226,4,2,1981.103,215,1981,103.00000000006548
Denver Broncos,-0.2468750745083064,17,-0.7450607749422384,0.498185700433932,16,16,1981.103,215,1981,103.00000000006548
Detroit Lions,6.403799971860953,5,5.899718736809177,0.5040812350517753,3,15,1981.103,215,1981,103.00000000006548
Green Bay Packers,-0.1855965643851296,16,1.30493275613846,-1.4905293205235897,10,17,1981.103,215,1981,103.00000000006548
Houston Oilers,-6.093301814862143,25,-3.325809994657398,-2.7674918202047456,23,20,1981.103,215,1981,103.00000000006548
Kansas City Chiefs,1.6502215753610825,13,-3.261080686727061,4.911302262088144,22,3,1981.103,215,1981,103.00000000006548
Los Angeles Rams,-2.644677788709922,20,-3.5941990402526067,0.9495212515426849,25,14,1981.103,215,1981,103.00000000006548
Miami Dolphins,2.0703739677848336,10,0.8603366902517225,1.210037277533111,11,13,1981.103,215,1981,103.00000000006548
Minnesota Vikings,-3.558759251043985,21,-1.7758076777088838,-1.7829515733351011,18,18,1981.103,215,1981,103.00000000006548
New England Patriots,-4.957200063878143,23,-2.2753104653997074,-2.681889598478436,19,19,1981.103,215,1981,103.00000000006548
New Orleans Saints,-10.951301981543526,27,-7.380122594082453,-3.571179387461073,28,23,1981.103,215,1981,103.00000000006548
New York Giants,5.267859046200468,6,0.6510311535155979,4.61682789268487,12,4,1981.103,215,1981,103.00000000006548
New York Jets,3.741747484289962,8,-0.1100176598143207,3.8517651441042826,14,6,1981.103,215,1981,103.00000000006548
Oakland Raiders,-5.984501481636961,24,-3.1469421450162933,-2.837559336620668,21,21,1981.103,215,1981,103.00000000006548
Philadelphia Eagles,6.960618182097633,4,1.4319447231281963,5.528673458969436,9,1,1981.103,215,1981,103.00000000006548
Pittsburgh Steelers,3.13507786726135,9,0.0918689835279085,3.043208883733442,13,9,1981.103,215,1981,103.00000000006548
San Diego Chargers,1.8695964200597013,11,7.121601667284125,-5.252005247224424,1,27,1981.103,215,1981,103.00000000006548
San Francisco 49ers,8.33884526954978,2,4.058845469404737,4.279999800145044,6,5,1981.103,215,1981,103.00000000006548
Seattle Seahawks,-2.573120059618257,19,2.166181699230381,-4.739301758848638,8,26,1981.103,215,1981,103.00000000006548
St. Louis Cardinals,-4.236129290324941,22,-0.4607340590178599,-3.775395231307081,15,24,1981.103,215,1981,103.00000000006548
Tampa Bay Buccaneers,0.1890008437643459,15,-2.7627831331326806,2.9517839768970267,20,10,1981.103,215,1981,103.00000000006548
Washington Commanders,4.85475966274408,7,3.549248579625523,1.3055110831185566,7,12,1981.103,215,1981,103.00000000006548
Atlanta Falcons,1.6129269975718783,11,6.076365972225104,-4.463438974653226,3,25,1981.104,216,1981,104.00000000004184
Baltimore Colts,-15.84705326277927,28,-4.298554158065035,-11.548499104714235,27,28,1981.104,216,1981,104.00000000004184
Buffalo Bills,0.5050960955414785,14,-1.5994462078049616,2.1045423033464403,17,11,1981.104,216,1981,104.00000000004184
Chicago Bears,-0.4685582306660343,18,-3.850663290921588,3.3821050602555536,26,7,1981.104,216,1981,104.00000000004184
Cincinnati Bengals,7.539316120804108,3,4.167694056370642,3.3716220644334656,6,8,1981.104,216,1981,104.00000000004184
Cleveland Browns,-6.940448296377213,26,-3.5026470230015123,-3.437801273375701,23,22,1981.104,216,1981,104.00000000004184
Dallas Cowboys,10.342155683741906,1,4.750723877885186,5.59143180585672,4,2,1981.104,216,1981,104.00000000004184
Denver Broncos,-0.4582682374711975,17,-0.6339074782380374,0.1756392407668398,16,16,1981.104,216,1981,104.00000000004184
Detroit Lions,6.614995241512622,5,6.112398382079386,0.5025968594332357,2,15,1981.104,216,1981,104.00000000004184
Green Bay Packers,0.082678655877844,16,1.4531276153923134,-1.370448959514469,10,17,1981.104,216,1981,104.00000000004184
Houston Oilers,-6.339768342055943,24,-3.4291167119849995,-2.9106516300709435,22,20,1981.104,216,1981,104.00000000004184
Kansas City Chiefs,1.4543851707951732,13,-3.708000689438339,5.162385860233512,24,3,1981.104,216,1981,104.00000000004184
Los Angeles Rams,-2.631266519239973,20,-3.844732506924729,1.2134659876847562,25,13,1981.104,216,1981,104.00000000004184
Miami Dolphins,1.941564223872963,10,0.8765952341743845,1.064968989698578,11,14,1981.104,216,1981,104.00000000004184
Minnesota Vikings,-3.6606914142369935,21,-1.9212943120667256,-1.7393971021702683,18,18,1981.104,216,1981,104.00000000004184
New England Patriots,-5.166446121478745,23,-2.489531252635245,-2.6769148688435,19,19,1981.104,216,1981,104.00000000004184
New Orleans Saints,-11.056542627855986,27,-7.3849988442411,-3.671543783614887,28,23,1981.104,216,1981,104.00000000004184
New York Giants,5.587465005401525,6,0.8468897963029101,4.740575209098616,12,4,1981.104,216,1981,104.00000000004184
New York Jets,3.970576401370377,8,-0.2002302132096125,4.170806614579989,14,6,1981.104,216,1981,104.00000000004184
Oakland Raiders,-6.504128478551492,25,-3.1554531249739792,-3.348675353577513,21,21,1981.104,216,1981,104.00000000004184
Philadelphia Eagles,7.190562703651921,4,1.561799760870731,5.628762942781189,9,1,1981.104,216,1981,104.00000000004184
Pittsburgh Steelers,3.0692836360258915,9,-0.1639401179753491,3.2332237540012407,13,9,1981.104,216,1981,104.00000000004184
San Diego Chargers,1.5353418457876151,12,6.803351052111134,-5.268009206323519,1,27,1981.104,216,1981,104.00000000004184
San Francisco 49ers,8.911611920064479,2,4.635249991118158,4.27636192894632,5,5,1981.104,216,1981,104.00000000004184
Seattle Seahawks,-2.534305661551083,19,2.437659754554924,-4.971965416106007,8,26,1981.104,216,1981,104.00000000004184
St. Louis Cardinals,-4.2087955647586135,22,-0.4981874075666395,-3.710608157191974,15,24,1981.104,216,1981,104.00000000004184
Tampa Bay Buccaneers,0.1206227603943058,15,-2.8194991779613643,2.94012193835567,20,10,1981.104,216,1981,104.00000000004184
Washington Commanders,5.337690294608472,7,3.778347029073284,1.5593432655351882,7,12,1981.104,216,1981,104.00000000004184
Atlanta Falcons,1.8738728341772344,12,5.283307494249923,-3.4094346600726886,4,25,1982.001,217,1982,0.9999999999763531
Baltimore Colts,-16.661404745295663,29,-5.945058032708384,-10.716346712587278,28,29,1982.001,217,1982,0.9999999999763531
Buffalo Bills,0.4601871186563632,14,-2.139822611032748,2.600009729689111,17,9,1982.001,217,1982,0.9999999999763531
Chicago Bears,-0.9026941678013352,17,-4.867837182020946,3.96514301421961,27,4,1982.001,217,1982,0.9999999999763531
Cincinnati Bengals,8.16357655567724,3,4.346535250828123,3.817041304849117,8,6,1982.001,217,1982,0.9999999999763531
Cleveland Browns,-5.200474244694371,24,-3.844379610283456,-1.3560946344109153,23,18,1982.001,217,1982,0.9999999999763531
Dallas Cowboys,7.989623178134114,4,4.8841934923697226,3.105429685764392,5,7,1982.001,217,1982,0.9999999999763531
Denver Broncos,-3.798200274119814,20,-3.103593737538197,-0.6946065365816168,20,17,1982.001,217,1982,0.9999999999763531
Detroit Lions,5.5413781843792735,7,4.659125623241968,0.8822525611373055,6,12,1982.001,217,1982,0.9999999999763531
Green Bay Packers,-0.2004893683239869,16,2.9406371320111293,-3.1411265003351163,10,23,1982.001,217,1982,0.9999999999763531
Houston Oilers,-6.97587929836701,27,-4.249090272371159,-2.7267890259958505,25,21,1982.001,217,1982,0.9999999999763531
Kansas City Chiefs,0.1648489417810465,15,-4.588750409135183,4.753599350916229,26,3,1982.001,217,1982,0.9999999999763531
Los Angeles Raiders,16.892943699251244,1,7.880358051224003,9.01258564802724,1,1,1982.001,217,1982,0.9999999999763531
Los Angeles Rams,-3.9454752976227256,21,-3.530576670962074,-0.4148986266606518,21,16,1982.001,217,1982,0.9999999999763531
Miami Dolphins,3.771182949070096,10,3.851978532576161,-0.0807955835060653,9,14,1982.001,217,1982,0.9999999999763531
Minnesota Vikings,-3.6555767347709778,19,-2.225965546499149,-1.4296111882718283,18,19,1982.001,217,1982,0.9999999999763531
New England Patriots,-5.192999064693312,23,-3.657873082676381,-1.5351259820169316,22,20,1982.001,217,1982,0.9999999999763531
New Orleans Saints,-12.857360955765191,28,-8.991662548426163,-3.865698407339028,29,26,1982.001,217,1982,0.9999999999763531
New York Giants,3.840780791674769,9,-1.5174796970121918,5.358260488686961,16,2,1982.001,217,1982,0.9999999999763531
New York Jets,1.442222068654918,13,0.8379797905248962,0.6042422781300216,13,13,1982.001,217,1982,0.9999999999763531
Oakland Raiders,-6.968484865377374,26,-2.6043951922503887,-4.364089673126986,19,27,1982.001,217,1982,0.9999999999763531
Philadelphia Eagles,5.621805941946016,6,2.628108628112948,2.993697313833068,12,8,1982.001,217,1982,0.9999999999763531
Pittsburgh Steelers,5.098714343065618,8,2.751118254828779,2.347596088236839,11,10,1982.001,217,1982,0.9999999999763531
San Diego Chargers,2.722577518198684,11,6.024645479783104,-3.30206796158442,3,24,1982.001,217,1982,0.9999999999763531
San Francisco 49ers,8.392943699252182,2,4.530451545664746,3.8624921535874366,7,5,1982.001,217,1982,0.9999999999763531
Seattle Seahawks,-5.684501261281232,25,-0.24929044951979,-5.435210811761442,14,28,1982.001,217,1982,0.9999999999763531
St. Louis Cardinals,-3.977480734152226,22,-1.078273917841095,-2.899206816311131,15,22,1982.001,217,1982,0.9999999999763531
Tampa Bay Buccaneers,-1.7844361803735385,18,-4.0920507428999695,2.307614562526431,24,11,1982.001,217,1982,0.9999999999763531
Washington Commanders,5.828799368719952,5,6.067660420941479,-0.2388610522215274,2,15,1982.001,217,1982,0.9999999999763531
Atlanta Falcons,0.5695735309092554,14,4.7848106281641085,-4.215237097254853,3,26,1982.002,218,1982,1.9999999999527063
Baltimore Colts,-14.946723155685032,29,-5.337277421861273,-9.609445733823758,26,29,1982.002,218,1982,1.9999999999527063
Buffalo Bills,-0.5184758387820393,16,-1.8840646619614176,1.3655888231793782,17,12,1982.002,218,1982,1.9999999999527063
Chicago Bears,-3.646811155960666,20,-7.448318405790636,3.80150724982997,28,5,1982.002,218,1982,1.9999999999527063
Cincinnati Bengals,7.700482195977841,4,4.153261568516817,3.547220627461024,9,6,1982.002,218,1982,1.9999999999527063
Cleveland Browns,-4.231979063388995,22,-2.966945914440889,-1.265033148948106,21,18,1982.002,218,1982,1.9999999999527063
Dallas Cowboys,8.381700529424231,2,4.4159790602378335,3.9657214691863976,7,4,1982.002,218,1982,1.9999999999527063
Denver Broncos,-2.904760865081985,18,-1.86611989609124,-1.0386409689907454,16,16,1982.002,218,1982,1.9999999999527063
Detroit Lions,5.123121923050259,7,4.3129519022791545,0.8101700207711042,8,13,1982.002,218,1982,1.9999999999527063
Green Bay Packers,1.909276036696705,11,4.718397176883475,-2.8091211401867704,5,23,1982.002,218,1982,1.9999999999527063
Houston Oilers,-6.902161823408048,25,-4.185211687838811,-2.716950135569238,22,22,1982.002,218,1982,1.9999999999527063
Kansas City Chiefs,0.4642909571091104,15,-5.352656472290779,5.816947429399889,27,2,1982.002,218,1982,1.9999999999527063
Los Angeles Raiders,21.80867971819955,1,11.392355894021236,10.416323824178312,1,1,1982.002,218,1982,1.9999999999527063
Los Angeles Rams,-3.9036706622717774,21,-4.23290162833563,0.3292309660638521,23,14,1982.002,218,1982,1.9999999999527063
Miami Dolphins,1.5633419029786726,13,2.6585731526172145,-1.095231249638542,12,17,1982.002,218,1982,1.9999999999527063
Minnesota Vikings,-3.2853164491949696,19,-1.2713624276728548,-2.013954021522115,15,20,1982.002,218,1982,1.9999999999527063
New England Patriots,-7.969910884915098,27,-5.092609828733592,-2.8773010561815067,25,24,1982.002,218,1982,1.9999999999527063
New Orleans Saints,-10.36425036671858,28,-8.647316895518411,-1.7169334712001687,29,19,1982.002,218,1982,1.9999999999527063
New York Giants,2.1290104211416425,10,-2.0326699661276377,4.16168038726928,18,3,1982.002,218,1982,1.9999999999527063
New York Jets,3.200438558455027,9,1.5041301061381225,1.6963084523169043,13,10,1982.002,218,1982,1.9999999999527063
Oakland Raiders,-7.922776585011199,26,-2.3008788000931664,-5.621897784918033,19,28,1982.002,218,1982,1.9999999999527063
Philadelphia Eagles,4.648832538197923,8,2.9545240188899444,1.6943085193079788,11,11,1982.002,218,1982,1.9999999999527063
Pittsburgh Steelers,6.079141205310627,5,3.7254002877439687,2.3537409175666584,10,9,1982.002,218,1982,1.9999999999527063
San Diego Chargers,1.7367110571800022,12,4.780133752976793,-3.0434226957967905,4,25,1982.002,218,1982,1.9999999999527063
San Francisco 49ers,7.770896757453,3,4.531445810077085,3.239450947375915,6,7,1982.002,218,1982,1.9999999999527063
Seattle Seahawks,-5.232495631187654,24,0.0471147991806826,-5.279610430368336,14,27,1982.002,218,1982,1.9999999999527063
St. Louis Cardinals,-5.016358795283462,23,-2.5005706824466456,-2.515788112836816,20,21,1982.002,218,1982,1.9999999999527063
Tampa Bay Buccaneers,-2.212417165529594,17,-4.687909297283136,2.4754921317535423,24,8,1982.002,218,1982,1.9999999999527063
Washington Commanders,5.972611110335259,6,5.827735809275684,0.1448753010595753,2,15,1982.002,218,1982,1.9999999999527063
Atlanta Falcons,0.7223842791501373,14,5.407735051395856,-4.685350772245719,4,27,1982.011,219,1982,10.999999999967258
Baltimore Colts,-16.24658191035564,29,-6.015998056360462,-10.230583853995178,27,29,1982.011,219,1982,10.999999999967258
Buffalo Bills,-0.4824620206778159,15,-2.7196093189626707,2.237147298284855,18,10,1982.011,219,1982,10.999999999967258
Chicago Bears,-2.410895123025359,18,-6.766194745891124,4.355299622865765,29,2,1982.011,219,1982,10.999999999967258
Cincinnati Bengals,8.337098835619429,2,4.153677745498286,4.183421090121143,9,3,1982.011,219,1982,10.999999999967258
Cleveland Browns,-4.178699720994325,20,-3.697910832260759,-0.4807888887335658,21,16,1982.011,219,1982,10.999999999967258
Dallas Cowboys,7.798950727131793,3,3.698284748866764,4.100665978265028,10,4,1982.011,219,1982,10.999999999967258
Denver Broncos,-4.246613490467457,21,-3.538120406126828,-0.708493084340629,20,18,1982.011,219,1982,10.999999999967258
Detroit Lions,4.243127573213918,9,4.446688807567229,-0.2035612343533109,7,15,1982.011,219,1982,10.999999999967258
Green Bay Packers,3.700446358114736,10,4.793671412465076,-1.09322505435034,6,19,1982.011,219,1982,10.999999999967258
Houston Oilers,-6.778546913746912,25,-4.395191225115068,-2.3833556886318448,22,23,1982.011,219,1982,10.999999999967258
Kansas City Chiefs,-1.431078601427197,17,-4.703069133263666,3.2719905318364693,24,7,1982.011,219,1982,10.999999999967258
Los Angeles Raiders,15.674387601538085,1,8.460487717961314,7.213899883576769,1,1,1982.011,219,1982,10.999999999967258
Los Angeles Rams,-5.318488081390452,24,-4.714260142995779,-0.6042279383946729,25,17,1982.011,219,1982,10.999999999967258
Miami Dolphins,2.245184398539952,12,1.88995569036512,0.3552287081748319,13,13,1982.011,219,1982,10.999999999967258
Minnesota Vikings,-4.583831133328871,22,-2.7290427952458893,-1.8547883380829813,19,21,1982.011,219,1982,10.999999999967258
New England Patriots,-7.598199684635055,27,-5.977039547035615,-1.6211601375994404,26,20,1982.011,219,1982,10.999999999967258
New Orleans Saints,-8.040887017944154,28,-6.024754084165611,-2.016132933778544,28,22,1982.011,219,1982,10.999999999967258
New York Giants,1.423720935747285,13,-2.016801519221433,3.4405224549687183,16,5,1982.011,219,1982,10.999999999967258
New York Jets,5.512978449917551,7,3.154409477452319,2.358568972465232,11,9,1982.011,219,1982,10.999999999967258
Oakland Raiders,-7.172763694552847,26,-1.1023563784440422,-6.070407316108804,15,28,1982.011,219,1982,10.999999999967258
Philadelphia Eagles,4.246615475985101,8,2.5027555005114173,1.743859975473684,12,12,1982.011,219,1982,10.999999999967258
Pittsburgh Steelers,6.838551306082285,6,4.21032884410482,2.6282224619774643,8,8,1982.011,219,1982,10.999999999967258
San Diego Chargers,3.106523340206964,11,5.793205175923734,-2.6866818357167697,3,24,1982.011,219,1982,10.999999999967258
San Francisco 49ers,7.282462509978983,4,5.1428779345051545,2.139584575473829,5,11,1982.011,219,1982,10.999999999967258
Seattle Seahawks,-3.436199111304322,19,0.325384106776388,-3.76158321808071,14,26,1982.011,219,1982,10.999999999967258
St. Louis Cardinals,-5.060253036103833,23,-2.0301682026167707,-3.0300848334870625,17,25,1982.011,219,1982,10.999999999967258
Tampa Bay Buccaneers,-1.3050154828832867,16,-4.620076391109807,3.315060908226521,23,6,1982.011,219,1982,10.999999999967258
Washington Commanders,7.158083231611276,5,7.071130542148317,0.0869526894629586,2,14,1982.011,219,1982,10.999999999967258
Atlanta Falcons,-0.8261604222630661,17,3.846355089338735,-4.672515511601802,8,27,1982.012,220,1982,11.999999999943611
Baltimore Colts,-15.988737315849455,29,-7.10450583886201,-8.884231476987445,28,29,1982.012,220,1982,11.999999999943611
Buffalo Bills,0.297682051334857,14,-3.568663428025647,3.866345479360503,23,2,1982.012,220,1982,11.999999999943611
Chicago Bears,-5.37585188041359,24,-7.135713564442392,1.7598616840288015,29,11,1982.012,220,1982,11.999999999943611
Cincinnati Bengals,9.009446298480231,2,5.1437608329159055,3.865685465564328,4,3,1982.012,220,1982,11.999999999943611
Cleveland Browns,-3.9143000963100834,21,-2.558648743434789,-1.3556513528752945,19,19,1982.012,220,1982,11.999999999943611
Dallas Cowboys,8.31183175075402,3,4.891909276924952,3.419922473829069,5,6,1982.012,220,1982,11.999999999943611
Denver Broncos,-4.50614255204668,22,-3.05158089728446,-1.45456165476222,20,21,1982.012,220,1982,11.999999999943611
Detroit Lions,2.3736785414719024,12,1.8452473947902428,0.5284311466816596,11,15,1982.012,220,1982,11.999999999943611
Green Bay Packers,5.264580248613064,7,4.56907853979604,0.6955017088170241,6,14,1982.012,220,1982,11.999999999943611
Houston Oilers,-7.867326992387309,28,-3.382704679504548,-4.484622312882761,21,26,1982.012,220,1982,11.999999999943611
Kansas City Chiefs,-2.132471495794816,19,-4.713308109988152,2.5808366141933368,27,10,1982.012,220,1982,11.999999999943611
Los Angeles Raiders,9.842931354609542,1,6.702158292325222,3.14077306228432,1,9,1982.012,220,1982,11.999999999943611
Los Angeles Rams,-5.256229097639114,23,-3.531910445390361,-1.7243186522487532,22,22,1982.012,220,1982,11.999999999943611
Miami Dolphins,2.009836152002594,13,2.692870138096375,-0.6830339860937809,10,17,1982.012,220,1982,11.999999999943611
Minnesota Vikings,-1.4324139732551644,18,0.0122011299586828,-1.4446151032138472,14,20,1982.012,220,1982,11.999999999943611
New England Patriots,-6.977623768553511,26,-4.547527689329963,-2.4300960792235475,25,24,1982.012,220,1982,11.999999999943611
New Orleans Saints,-5.54772412605735,25,-4.560336072496914,-0.9873880535604362,26,18,1982.012,220,1982,11.999999999943611
New York Giants,2.679893323009692,11,-1.6736713229979618,4.353564646007653,18,1,1982.012,220,1982,11.999999999943611
New York Jets,6.086833862868255,5,2.8504227907552577,3.236411072112997,9,8,1982.012,220,1982,11.999999999943611
Oakland Raiders,-7.494303414202984,27,-0.4750258460442988,-7.019277568158685,16,28,1982.012,220,1982,11.999999999943611
Philadelphia Eagles,5.135406814232088,8,1.691452839695706,3.443953974536382,12,5,1982.012,220,1982,11.999999999943611
Pittsburgh Steelers,4.272073687045806,9,0.868299584639221,3.403774102406585,13,7,1982.012,220,1982,11.999999999943611
San Diego Chargers,2.8090970561598483,10,5.524537202967884,-2.715440146808036,3,25,1982.012,220,1982,11.999999999943611
San Francisco 49ers,5.275649282662306,6,4.291087492690616,0.98456178997169,7,13,1982.012,220,1982,11.999999999943611
Seattle Seahawks,-0.7133491729710386,16,-0.1695024065741118,-0.5438467663969269,15,16,1982.012,220,1982,11.999999999943611
St. Louis Cardinals,-3.117337816432133,20,-1.308069724122547,-1.809268092309586,17,23,1982.012,220,1982,11.999999999943611
Tampa Bay Buccaneers,-0.1932106001048146,15,-3.641710122523813,3.4484995224189983,24,4,1982.012,220,1982,11.999999999943611
Washington Commanders,7.974242301036893,4,6.493498255855744,1.480744045181148,2,12,1982.012,220,1982,11.999999999943611
Atlanta Falcons,-0.6827461468828665,17,4.520522540442843,-5.20326868732571,6,27,1982.013,221,1982,12.999999999919964
Baltimore Colts,-13.356593709687282,29,-6.406837941753516,-6.949755767933766,29,29,1982.013,221,1982,12.999999999919964
Buffalo Bills,0.2983368349340488,15,-2.66397629773594,2.9623131326699887,18,6,1982.013,221,1982,12.999999999919964
Chicago Bears,-4.736576642280269,21,-6.11916804870641,1.3825914064261409,28,10,1982.013,221,1982,12.999999999919964
Cincinnati Bengals,7.313850637900345,4,3.48687841355407,3.8269722243462754,9,4,1982.013,221,1982,12.999999999919964
Cleveland Browns,-5.003909345895429,22,-3.548377602768493,-1.455531743126936,22,21,1982.013,221,1982,12.999999999919964
Dallas Cowboys,9.92776220927268,1,4.822566839820336,5.105195369452343,4,1,1982.013,221,1982,12.999999999919964
Denver Broncos,-5.252684023539069,23,-2.6832144435278256,-2.569469580011244,19,24,1982.013,221,1982,12.999999999919964
Detroit Lions,0.693108939661683,13,0.4967546357438225,0.1963543039178604,13,15,1982.013,221,1982,12.999999999919964
Green Bay Packers,6.143220548534792,5,6.186621845632232,-0.04340129709744,2,17,1982.013,221,1982,12.999999999919964
Houston Oilers,-6.851837876207443,27,-3.52117771787254,-3.330660158334904,21,26,1982.013,221,1982,12.999999999919964
Kansas City Chiefs,-3.4959382054048533,20,-4.416131486126278,0.9201932807214248,26,12,1982.013,221,1982,12.999999999919964
Los Angeles Raiders,8.02268505910583,3,6.437975781922237,1.5847092771835936,1,9,1982.013,221,1982,12.999999999919964
Los Angeles Rams,-5.827628165258948,25,-3.5722691492679424,-2.2553590159910053,23,23,1982.013,221,1982,12.999999999919964
Miami Dolphins,2.7930833147202647,11,2.443876205317917,0.3492071094023481,11,13,1982.013,221,1982,12.999999999919964
Minnesota Vikings,-1.525454267973362,18,-1.281126931315866,-0.2443273366574961,17,19,1982.013,221,1982,12.999999999919964
New England Patriots,-7.450593316179856,28,-4.296561823857509,-3.154031492322347,25,25,1982.013,221,1982,12.999999999919964
New Orleans Saints,-5.330454830728126,24,-5.367384071175377,0.0369292404472514,27,16,1982.013,221,1982,12.999999999919964
New York Giants,1.0929313644440803,12,-3.0056425690838737,4.098573933527954,20,3,1982.013,221,1982,12.999999999919964
New York Jets,8.266826552966407,2,3.6892778176462135,4.577548735320193,8,2,1982.013,221,1982,12.999999999919964
Oakland Raiders,-6.440143561222393,26,0.1796533244137257,-6.619796885636118,15,28,1982.013,221,1982,12.999999999919964
Philadelphia Eagles,2.973314288555272,10,1.2691753984232133,1.7041388901320589,12,8,1982.013,221,1982,12.999999999919964
Pittsburgh Steelers,5.920201193918099,6,3.0013656017766874,2.9188355921414115,10,7,1982.013,221,1982,12.999999999919964
San Diego Chargers,3.705185224765727,9,5.265232240018396,-1.560047015252669,3,22,1982.013,221,1982,12.999999999919964
San Francisco 49ers,4.480068737415023,8,4.693775869092454,-0.2137071316774303,5,18,1982.013,221,1982,12.999999999919964
Seattle Seahawks,0.5655371926011366,14,0.3380188929953159,0.2275182996058206,14,14,1982.013,221,1982,12.999999999919964
St. Louis Cardinals,-1.732406670031689,19,-0.7124611458319723,-1.0199455241997166,16,20,1982.013,221,1982,12.999999999919964
Tampa Bay Buccaneers,-0.198167685350417,16,-3.660903664827434,3.4627359794770167,24,5,1982.013,221,1982,12.999999999919964
Washington Commanders,5.689022347846631,7,4.423537457628156,1.2654848902184743,7,11,1982.013,221,1982,12.999999999919964
Atlanta Falcons,1.9628728615404627,13,5.509150922068057,-3.5462780605275936,6,25,1982.014,222,1982,13.999999999896318
Baltimore Colts,-11.395585694621088,29,-5.92160887937392,-5.473976815247168,28,28,1982.014,222,1982,13.999999999896318
Buffalo Bills,1.863358979946924,14,-2.1716672917794653,4.035026271726389,18,3,1982.014,222,1982,13.999999999896318
Chicago Bears,-4.146932815133229,21,-4.8976058206293605,0.7506730054961313,26,12,1982.014,222,1982,13.999999999896318
Cincinnati Bengals,6.767436971591694,4,3.056425912823597,3.711011058768097,9,4,1982.014,222,1982,13.999999999896318
Cleveland Browns,-4.762471133064308,23,-3.6416502812536855,-1.1208208518106224,24,21,1982.014,222,1982,13.999999999896318
Dallas Cowboys,11.606221237914784,1,6.140600449593039,5.465620788321745,2,1,1982.014,222,1982,13.999999999896318
Denver Broncos,-4.506589233454602,22,-1.929716986280467,-2.576872247174135,16,23,1982.014,222,1982,13.999999999896318
Detroit Lions,3.727054614398648,8,1.177170983196141,2.5498836312025057,11,8,1982.014,222,1982,13.999999999896318
Green Bay Packers,3.671809277908185,9,4.766774413099767,-1.0949651351915817,7,20,1982.014,222,1982,13.999999999896318
Houston Oilers,-8.807592640928931,28,-3.5865498313012294,-5.2210428096277015,23,27,1982.014,222,1982,13.999999999896318
Kansas City Chiefs,-3.817341154706359,20,-4.215968740445769,0.3986275857394099,25,13,1982.014,222,1982,13.999999999896318
Los Angeles Raiders,7.385051110927535,3,5.750961560461747,1.6340895504657886,5,11,1982.014,222,1982,13.999999999896318
Los Angeles Rams,-6.306871756541468,25,-2.728495643561409,-3.578376112980058,22,26,1982.014,222,1982,13.999999999896318
Miami Dolphins,2.2773082850515305,11,0.3705601536921401,1.9067481313593904,14,9,1982.014,222,1982,13.999999999896318
Minnesota Vikings,-2.8022489854284407,19,-2.6479763619507715,-0.1542726234776692,21,17,1982.014,222,1982,13.999999999896318
New England Patriots,-6.055036174895078,24,-5.590712714786022,-0.4643234601090558,27,18,1982.014,222,1982,13.999999999896318
New Orleans Saints,-8.7650373889573,27,-7.850921759912666,-0.9141156290446344,29,19,1982.014,222,1982,13.999999999896318
